pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
vel: 18.71 (0.4980973490458709, -0.04357787137382729)
1 18.78 58 60
vel: 18.78 (0.49878202512991265, -0.0348782368720606)
1 18.82 58 60
vel: 18.82 (0.4993147673772853, -0.02616797812147098)
1 18.88 59 60
vel: 18.88 (0.49969541350954927, -0.017449748351253902)
1 18.91 59 59
vel: 18.91 (0.4999238475781951, -0.008726203218643036)
1 18.98 59 59
vel: 18.98 (0.5, 0.0)
1 19.01 60 60
vel: 19.01 (0.4999238475781951, 0.008726203218643036)
1 19.08 60 60
vel: 19.08 (0.49969541350954927, 0.017449748351253902)
1 19.11 61 60
vel: 19.11 (0.4993147673772853, 0.02616797812147098)
1 19.18 61 60
vel: 19.18 (0.49878202512991265, 0.0348782368720606)
1 19.21 62 60
vel: 19.21 (0.4980973490458709, 0.04357787137382729)
1 19.28 62 60
vel: 19.28 (0.49726094768413986, 0.05226423163382776)
1 19.31 63 60
vel: 19.31 (0.4962730758206604, 0.06093467170257583)
1 19.38 63 60
vel: 19.38 (0.4951340343707855, 0.06958655048003237)
1 19.41 64 60
vel: 19.41 (0.4938441702975638, 0.07821723252011736)
1 19.48 64 60
vel: 19.48 (0.49240387650610273, 0.08682408883346682)
1 19.51 65 60
vel: 19.51 (0.49081359172383543, 0.0954044976882713)
1 19.57 65 60
vel: 19.57 (0.48907380036689574, 0.10395584540887626)
1 19.61 66 60
vel: 19.61 (0.4871850323926168, 0.11247552717193088)
1 19.67 66 60
vel: 19.67 (0.4851478631379962, 0.12096094779983702)
1 19.71 67 61
vel: 19.71 (0.482962913144533, 0.12940952255126348)
1 19.77 67 61
vel: 19.77 (0.48063084796915234, 0.13781867790849844)
1 19.81 68 61
vel: 19.81 (0.478152377981516, 0.14618585236136994)
1 19.87 68 61
vel: 19.87 (0.4755282581475768, 0.1545084971874715)
1 19.91 69 61
vel: 19.91 (0.47275928779966137, 0.16278407722857935)
1 19.97 69 61
vel: 19.97 (0.46984631039295266, 0.17101007166283466)
1 20.00 70 61
vel: 20.00 (0.4667902132486006, 0.17918397477264847)
1 20.07 70 62
vel: 20.07 (0.4635919272833888, 0.18730329670795243)
1 20.10 71 62
vel: 20.10 (0.460252426726214, 0.19536556424463924)
1 20.17 71 62
vel: 20.17 (0.4567727288213064, 0.2033683215379014)
1 20.20 72 62
vel: 20.20 (0.45315389351831925, 0.21130913087034742)
1 20.27 72 63
vel: 20.27 (0.4493970231495865, 0.21918557339454026)
1 20.30 72 63
vel: 20.30 (0.4455032620941779, 0.22699524986977337)
1 20.37 73 63
vel: 20.37 (0.44147379642946305, 0.23473578139294204)
1 20.40 73 63
vel: 20.40 (0.4373098535697011, 0.24240481012316906)
1 20.47 74 63
vel: 20.47 (0.4330127018922241, 0.25)
1 20.50 74 64
vel: 20.50 (0.42858365035105805, 0.257519037455026)
1 20.57 75 64
vel: 20.57 (0.42402404807820915, 0.2649596321166001)
1 20.60 75 64
vel: 20.60 (0.419335283972714, 0.27231951750751193)
1 20.67 75 65
vel: 20.67 (0.4145187862775259, 0.2795964517353724)
1 20.73 76 65
vel: 20.73 (0.40957602214449196, 0.28678821817551636)
1 20.77 76 65
vel: 20.77 (0.4045084971874786, 0.29389262614623135)
1 20.80 77 65
vel: 20.80 (0.3993177550236453, 0.30090751157602824)
1 20.87 77 66
vel: 20.87 (0.39400537680336356, 0.307830737662826)
1 20.93 77 66
vel: 20.93 (0.38857298072848323, 0.3146601955249224)
